name,TE,WR,RB,QB,teamplace20,teamplace19,team21,pos21,gp_21,points21,owned22,projected22,actual21,passyd_21,passtds21,int21,runyds21,runtds21,run1st21,rec21,recyds21,rectds21,pass1st21,returnyds21,returntds21,twopoint21,fumble21,pick21,salary21,gp20,points20,owners21,project21,actual20,passyds20,passtd20,passint20,rushyds20,rushtd20,rush1st20,recepts20,recyds20,rectd20,rec1st20,returnyds20,returntd20,pt20,fumble20,pick20,salary20,gp19,points19,owners20,project20,actual19,passyds19,passtd19,passint19,rushyds19,rushtd19,rush1st19,recepts19,recyds19,rectd19,rec1st19,returnyds19,returntd19,pt19,fumble19,pick19,salary19
Juwan Johnson,1,0,0,0,,,NO,TE,14,67.599998,0%,1871,330,0,0,0,0,0,0,13,159,4,12,0,0,0,0,140,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquez Callaway,0,1,0,0,,,NO,WR,17,172.73,2%,273,155,0,0,0,0,0,0,46,698,6,32,2,0,0,0,179,2,11,66.800003,2,260,331,0,0,0,0,0,0,21,213,0,10,216,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Tre'Quan Smith,0,1,0,0,,,NO,WR,11,99.129997,1%,281,267,0,0,0,0,0,0,32,377,3,18,0,0,0,0,,,14,118.17,16,175,227,0,0,0,3,0,0,34,448,4,22,0,0,0,0,,,11,90.599998,2,-,278,0,0,0,0,0,0,18,234,5,17,0,0,0,0,,
Alvin Kamara,0,0,1,0,,,NO,RB,13,294.97,99%,21,40,0,0,0,898,4,42,47,439,5,20,29,0,0,0,27,61,15,428,100,4,1,0,0,0,932,16,58,83,756,5,35,44,0,0,0,8,56,14,285.75,100,-,34,13,0,0,797,5,32,81,533,1,28,30,0,0,1,10,62
Taysom Hill,1,0,0,1,,,NO,"QB,TE",12,149.99001,6%,333,194,978,4,5,374,5,26,4,52,0,4,0,0,0,0,,,16,177.35001,18,186,130,928,4,2,457,8,34,8,98,1,4,0,0,0,5,,,16,129.60001,2,-,199,55,0,0,156,1,10,19,234,6,14,12,0,0,0,,
Deonte Harty,0,1,0,0,,,NO,WR,13,213,2%,337,104,0,0,0,41,0,1,36,570,3,23,889,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameis Winston,0,0,0,1,,,NO,QB,7,134.39999,45%,158,226,1170,14,3,166,1,17,0,0,0,0,0,0,0,1,134,7,,,,,,,,,,,,,,,,,,,,29,1,16,321.35999,4,-,13,5109,33,30,250,1,18,0,0,0,0,0,0,4,5,13,25
Adam Trautman,1,0,0,0,,,NO,TE,13,71.529999,2%,283,327,0,0,0,0,0,0,27,263,2,13,0,0,0,1,,,15,43.400002,44,125,387,0,0,0,0,0,0,15,171,1,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Andy Dalton,0,0,0,1,,,NO,QB,8,86.199997,1%,1916,293,1515,8,9,76,0,2,0,0,0,0,0,0,2,1,,,11,148,3,329,175,2170,14,8,114,0,11,1,-3,0,0,0,0,0,1,,,13,207.78999,2,-,108,3494,16,14,73,4,12,1,-4,0,0,0,0,2,4,172,6
Saquon Barkley,0,0,1,0,,,NYG,RB,13,183.83,99%,20,136,0,0,0,593,2,27,41,263,2,13,0,0,0,1,32,44,2,17.4,100,7,485,0,0,0,34,0,1,6,60,0,3,0,0,0,0,4,59,13,280.5,100,-,40,0,0,0,1003,6,45,52,438,2,14,0,0,0,0,7,67
Sterling Shepard,0,1,0,0,,,NYG,WR,7,86.5,4%,240,291,0,0,0,-9,0,0,36,366,1,19,0,0,0,0,186,1,12,183.63,31,162,118,0,0,0,49,1,2,66,656,3,37,0,0,1,0,112,5,10,160.60001,55,-,155,0,0,0,72,0,3,57,576,3,29,0,0,1,0,169,3
Daniel Jones,0,0,0,1,,,NYG,QB,11,183.99001,26%,138,135,2428,10,7,298,2,16,1,16,0,1,0,0,3,3,127,6,14,195.02,62,134,104,2943,11,10,423,1,17,0,0,0,0,0,0,1,6,157,18,13,231.98,65,-,79,3027,24,12,279,2,21,0,0,0,0,0,0,2,11,,
Tyrod Taylor,0,0,0,1,,,NYG,QB,6,88.739998,1%,1865,287,966,5,5,151,3,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,97,7,,,,,,,,,,,,,,,,,,,,,
Devontae Booker,0,0,1,0,,,NYG,RB,16,179.17,0%,338,145,0,0,0,593,2,31,40,268,1,11,0,0,0,0,,,16,100.3,10,196,265,0,0,0,423,3,21,17,84,0,2,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Kadarius Toney,0,1,0,0,,,NYG,WR,10,89.360001,49%,115,286,19,0,0,6,0,0,39,420,0,21,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Breida,0,0,1,0,,,NYG,RB,9,56,1%,286,353,0,0,0,125,1,5,7,72,2,4,27,0,0,1,,,12,54.799999,2,286,361,0,0,0,254,0,11,9,96,0,5,0,0,0,1,100,7,13,128.3,87,-,203,0,0,0,623,1,23,19,120,1,6,0,0,0,1,,
Jordan Akins,1,0,0,0,,,NYG,TE,13,46.57,0%,1895,376,0,0,0,3,0,1,24,214,0,11,0,0,0,2,,,13,93.269997,1,369,280,0,0,0,4,0,1,37,403,1,20,0,0,0,0,,,16,100.87,1,-,258,0,0,0,0,0,0,36,418,2,21,0,0,0,0,,
Kenny Golladay,0,1,0,0,,,NYG,WR,14,98.730003,43%,140,269,0,0,0,0,0,0,37,521,0,27,0,0,0,0,22,12,5,74.529999,93,57,316,0,0,0,0,0,0,20,338,2,16,0,0,0,0,54,22,16,282.32999,100,-,36,0,0,0,0,0,0,65,1190,11,52,0,0,0,1,49,27
Ricky Seals-Jones,0,0,0,0,,,NYG,TE,13,78.07,1%,278,305,0,0,0,0,0,0,30,271,2,14,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,14,69.269997,0,-,324,0,0,0,0,0,0,14,229,4,10,0,0,0,1,,
Darius Slayton,1,1,0,0,,,NYG,WR,13,75.300003,1%,1883,309,0,0,0,-13,0,0,26,339,2,14,0,0,0,1,,,16,161.97,16,182,158,0,0,0,-1,0,0,50,751,3,40,0,0,0,1,170,3,14,212.23,81,-,102,0,0,0,0,0,0,48,740,8,32,189,0,0,0,,
C.J. Board,0,1,0,0,,,NYG,WR,6,41.599998,0%,2522,389,0,0,0,6,0,0,4,51,0,3,306,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Wilson,0,0,0,1,,,NYJ,QB,13,161.86,15%,210,176,2334,9,11,185,4,10,0,0,0,0,0,0,2,1,151,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Conklin,1,0,0,0,,,NYJ,TE,17,150.53,2%,329,193,0,0,0,0,0,0,61,593,3,26,0,0,0,0,,,16,50.93,0,1791,372,0,0,0,0,0,0,19,194,1,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Tevin Coleman,0,0,1,0,,,NYJ,RB,11,102.57,0%,2319,265,0,0,0,356,0,19,11,49,0,2,317,0,0,0,,,,,,,,,,,,,,,,,,,,,,167,1,14,154.39999,72,-,161,0,0,0,544,6,26,21,180,1,9,0,0,0,0,62,25
Ty Johnson,0,0,1,0,,,NYJ,RB,16,147.3,1%,1844,200,0,0,0,238,2,13,34,372,2,20,57,0,0,1,,,13,86.400002,2,294,291,0,0,0,254,1,11,16,99,1,6,94,0,0,0,,,16,77.370003,0,-,304,0,0,0,273,0,11,24,109,0,4,58,0,0,1,,
C.J. Uzomah,1,0,0,0,,,NYJ,TE,16,145.87,3%,284,205,0,0,0,0,0,0,49,493,5,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,16,71.129997,1,-,320,0,0,0,0,0,0,27,242,2,12,0,0,0,0,,
Mike White,0,0,0,1,,,NYJ,QB,4,46.02,1%,1907,377,953,5,8,-1,0,2,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elijah Moore,0,1,0,0,,,NYJ,WR,11,157.27,87%,76,183,0,0,0,54,1,3,43,538,5,24,0,0,0,0,187,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Davis,0,1,0,0,,,NYJ,WR,9,119.8,17%,176,240,0,0,0,0,0,0,34,492,4,23,0,0,0,1,119,3,14,217.60001,74,124,79,0,0,0,0,0,0,65,984,5,49,0,0,0,1,,,15,132.07001,6,-,194,0,0,0,0,0,0,43,601,2,33,0,0,0,0,137,10
Michael Carter,0,0,1,0,,,NYJ,RB,14,188.57001,64%,114,127,0,0,0,639,4,29,36,325,0,16,0,0,0,1,172,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Berrios,0,1,0,0,,,NYJ,WR,16,239.03,3%,252,87,0,0,0,40,2,3,46,431,2,22,1053,1,0,1,,,16,135.47,0,1961,194,0,0,0,29,0,1,37,394,3,19,253,0,0,0,,,16,43.470001,0,-,380,0,0,0,0,0,0,6,115,0,3,288,0,0,1,,
Miles Sanders,0,0,1,0,,,Phi,RB,12,150.92999,91%,60,192,0,0,0,754,0,33,26,158,0,6,0,0,1,1,90,14,12,198.83,98,32,100,0,0,0,867,6,39,28,197,0,8,0,0,2,2,28,45,16,282.13,99,-,38,0,0,0,818,3,30,50,509,3,19,314,0,1,1,153,6
Greg Ward,0,1,0,0,,,Phi,WR,17,42.91,0%,1912,385,2,0,0,0,0,0,7,95,3,4,15,0,0,0,,,16,168.53,1,352,143,15,0,0,-4,0,0,53,419,6,24,134,0,1,0,,,7,73.830002,1,-,313,0,0,0,5,0,0,28,254,1,18,24,0,0,0,,
Jalen Reagor,0,1,0,0,,,Phi,WR,17,136.33,1%,302,220,0,0,0,32,0,3,33,299,2,13,482,0,0,0,,,11,104.4,41,167,256,0,0,0,26,0,2,31,396,1,19,94,1,1,0,183,2,,,,,,,,,,,,,,,,,,,,,
Dallas Goedert,1,0,0,0,,,Phi,TE,15,187.33,97%,79,130,0,0,0,0,0,0,56,830,4,42,0,0,1,0,89,3,11,132.92999,97,74,198,0,0,0,0,0,0,46,524,3,28,0,0,0,0,162,1,15,169.07001,67,-,146,0,0,0,0,0,0,58,607,5,33,16,0,0,2,208,1
Jordan Howard,0,0,1,0,,,Phi,RB,7,87.870003,0%,330,288,0,0,0,406,3,24,2,19,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,127,8,10,130.10001,88,-,197,0,0,0,525,6,28,10,69,1,3,0,0,0,0,165,2
DeVonta Smith,0,1,0,0,,,Phi,WR,17,208.07001,86%,96,109,0,0,0,0,0,0,64,916,5,43,0,0,1,1,161,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.J. Brown,0,1,0,0,,,Phi,WR,13,207.92999,99%,34,110,0,0,0,10,0,1,63,869,5,45,0,0,0,0,10,34,14,290.87,100,17,33,0,0,0,0,0,0,70,1075,11,55,42,1,0,1,63,21,16,237.07001,99,-,74,0,0,0,60,1,2,52,1051,8,39,0,0,0,0,,
Jalen Hurts,0,0,0,1,,,Phi,QB,15,368.16,98%,70,12,3144,16,9,784,10,56,0,0,0,0,0,0,3,2,128,12,15,128.03999,96,75,210,1061,6,4,354,3,25,1,3,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
Quez Watkins,0,1,0,0,,,Phi,WR,17,135.23,1%,1855,222,0,0,0,3,0,0,43,647,1,25,138,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Pascal,0,1,0,0,,,Phi,WR,16,104.1,0%,1867,262,0,0,0,21,0,0,38,384,3,15,14,0,0,1,,,16,157.23,2,305,165,0,0,0,0,0,0,44,629,5,29,23,0,0,0,,,16,181.37,2,-,131,0,0,0,16,0,1,41,607,5,29,263,0,1,0,,
Kenneth Gainwell,0,0,1,0,,,Phi,RB,16,163.67,40%,133,169,0,0,0,291,5,19,33,253,1,14,137,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Scott,0,0,1,0,,,Phi,RB,16,124.13,2%,200,234,0,0,0,373,7,24,13,83,0,3,13,0,0,1,175,1,16,171.53,5,222,141,0,0,0,374,1,16,25,212,1,8,590,0,0,0,179,1,11,134.3,41,-,189,0,0,0,245,5,17,24,204,0,10,272,0,0,1,,
Pat Freiermuth,1,0,0,0,,,Pit,TE,16,183.13,87%,107,137,0,0,0,0,0,0,60,497,7,34,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
